"AS14.08.time" "AS14.08.activity" "AS14.08.appCat.builtin" "AS14.08.appCat.communication" "AS14.08.appCat.entertainment" "AS14.08.appCat.office" "AS14.08.appCat.other" "AS14.08.appCat.social" "AS14.08.appCat.travel" "AS14.08.appCat.unknown" "AS14.08.appCat.utilities" "AS14.08.call" "AS14.08.circumplex.arousal" "AS14.08.circumplex.valence" "AS14.08.mood" "AS14.08.screen" "AS14.08.sms"
2014-04-09 0.0403662659654395 12.5182222222222 49.1706111111111 NA NA 722.7522 117.103588235294 NA NA 6.016 NA 0.25 0.5 6.25 70.7176470686408 NA
2014-04-10 0.206573262742738 4.75294736842105 41.0615974025974 230.726 NA 16.5062 15.9504181818182 NA NA 15.861 NA 1.2 1.4 7.6 58.143399998347 NA
2014-04-11 0.0741355491619204 3.2465 14.6047741935484 16.0735 NA 4.8116 31.9458387096774 NA NA 3.01 1 0.6 1 7.6 39.5480250179768 NA
2014-04-12 0.0250274391551291 NA 127.490466666667 NA NA 10.8724 37.1045 NA NA NA NA 0 0.8 7 33.3507826120957 NA
2014-04-13 0.00482709579161907 2.71566666666667 18.8115142857143 73.8543333333333 NA 17.0621428571429 119.759166666667 NA NA 5.043 NA 0 1.2 7.6 59.398857150759 NA
2014-04-14 0.0649030865558515 3.42369230769231 40.244375 81.273 45.241 10.1695833333333 37.3892666666667 NA NA 7.84825 NA 0.2 0.6 6.6 59.0702758780842 NA
2014-04-15 0.0340909090909091 18.4615294117647 73.8371071428571 36.189 NA 7.74014285714286 41.8657058823529 NA NA NA NA -0.8 0.6 6.4 95.4387272487988 NA
2014-04-16 0.0685973564143854 5.82295238095238 30.4788928571429 11.229 48.299 6.47557142857143 35.0323529411765 NA NA 6.678 NA -0.6 0.8 6.6 52.2503939252911 NA
2014-04-17 0.0971815674258688 7.42873333333333 19.1864716981132 36.17925 NA 23.612375 24.1508928571429 185.811166666667 NA 3.038 NA -1 0.8 6.2 72.4312666522132 NA
2014-04-18 0.0490419861447404 2.23425 10.4725294117647 NA NA 8.474 48.4939285714286 NA NA NA NA -0.4 0.6 6 42.5730908892371 NA
2014-04-19 0.0390028943861403 14.1026956521739 42.0103 29.5216666666667 NA 5.866625 47.4878695652174 NA 22.302 7.023 NA 1.4 1.2 7.8 84.118892814432 NA
2014-04-20 0.00489934479538943 286.479875 8.5042 43.3855 NA 7.2746 245.197083333333 NA 17.156 15.074 NA -1.2 0.8 6.4 62.7422380787986 NA
2014-04-21 0.0292949596667519 6.93246153846154 46.17 437.264 5.032 6.2616 29.2143225806452 NA NA 6.026 NA -1 0.6 6.4 90.2649565054023 NA
2014-04-22 0.0773999430387925 13.6865 25.6552258064516 21.094 NA 6.714 40.1549047619048 NA NA NA NA -0.6 0.4 6 58.6846774085875 NA
2014-04-23 0.124976027249038 12.8253333333333 19.3497037037037 NA NA 7.30057142857143 25.6425882352941 NA NA NA NA 0 0.4 5.6 33.0750000071018 NA
2014-04-24 0.128005911950777 3.78371428571429 27.6231956521739 27.632 NA 49.7612727272727 46.2143333333333 NA NA NA NA 0.333333333333333 1 6.66666666666667 53.1142702553723 NA
2014-04-25 0.0283210125448028 7.69141666666667 369.6935 NA 163.344 8.6175 40.6436 NA NA NA NA 0 NA 6.33333333333333 95.4693809804463 NA
2014-04-26 0.0471788194444445 18.4306666666667 19.5715 NA NA 5.8318 33.9462857142857 NA NA NA NA -0.5 0.25 6 36.9812631858023 NA
2014-04-27 0.00542983716475096 14.3175714285714 50.3373571428571 835.74 NA 8.5445 58.3909166666667 NA NA NA NA -0.833333333333333 0.666666666666667 6 185.699000000954 1
2014-04-28 0.0222524154589372 21.3258333333333 8.76735714285714 109.162 NA 7.57183333333333 46.1776 NA NA NA NA -0.8 0.6 5.8 48.04211113188 NA
2014-04-29 0.0309961484593838 3.07357142857143 26.2990681818182 37.136 NA 9.84375 57.8505 NA NA NA NA -0.25 0.25 5.75 65.3367096762503 NA
2014-04-30 0.034825039929765 4.309 102.980870967742 50.6385 NA 7.6628 29.0610555555556 NA NA NA NA -0.5 1 6.66666666666667 159.960039949417 NA
2014-05-01 0.0373140985529645 16.118 367.897148148148 625.291333333333 NA 9.50766666666667 44.2897 NA NA 101.276 NA 0.4 0.8 7 202.177629647431 NA
2014-05-02 0.181738007703081 4.97033333333333 7.89805 29.418 NA 9.148 39.6812727272727 NA NA 3.172 NA -0.4 1 7.2 46.8781333605448 NA
2014-05-03 0.22181372986476 7.24683333333333 47.2310714285714 NA NA 6.1045 36.4304166666667 NA 6.071 11.0535 NA 0.4 1 7.4 44.1628999948501 NA
2014-05-04 0.0432776127692456 9.00177777777778 15.60016 NA NA 8.5835 61.9464545454545 NA 103.919 NA 1 -0.2 1 6.8 57.9023823667975 NA
2014-05-05 0.00260416666666667 NA 7.3168 NA NA 5.55375 51.1205 NA NA NA NA -1 1 6.66666666666667 43.9691666364669 NA
