"AS14.01.time" "AS14.01.activity" "AS14.01.appCat.builtin" "AS14.01.appCat.communication" "AS14.01.appCat.entertainment" "AS14.01.appCat.finance" "AS14.01.appCat.game" "AS14.01.appCat.office" "AS14.01.appCat.other" "AS14.01.appCat.social" "AS14.01.appCat.travel" "AS14.01.appCat.unknown" "AS14.01.appCat.utilities" "AS14.01.appCat.weather" "AS14.01.call" "AS14.01.circumplex.arousal" "AS14.01.circumplex.valence" "AS14.01.mood" "AS14.01.screen" "AS14.01.sms"
2014-02-26 NA NA NA NA NA NA NA NA NA NA NA NA NA 1 -0.25 0.75 6.25 NA 1
2014-02-27 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0.333333333333333 6.33333333333333 NA NA
2014-03-21 0.134050103989389 14.2691727272727 55.0955263157895 53.024 6.193 NA 57.402 29.968875 75.1416666666667 70.4188461538462 NA 23.029 NA 1 0.2 0.2 6.2 153.665871795426 NA
2014-03-22 0.236880219239958 7.78115957446809 51.6970625 46.662 7.02533333333333 NA NA 14.0204285714286 36.636 37.305 NA 39.207 NA 1 0.6 NA 6.4 47.6136511591978 1
2014-03-23 0.142741115805064 12.1343962264151 53.4420306122449 31.4486666666667 10.85075 NA NA 12.1371666666667 50.0466111111111 NA NA 30.086 30.386 NA 0.2 0.8 6.8 67.0676435786899 NA
2014-03-24 0.078961056115598 4.98250574712644 47.5416871794872 122.121375 5.68433333333333 NA 3.01 11.093 74.9680465116279 83.961 NA 89.366 NA 1 0.8 0 6 76.7721989823847 NA
2014-03-25 0.0983741123905068 10.0268737864078 69.4375067567568 34.103 10.7635 NA NA 29.8031666666667 68.5525357142857 NA 29.402875 22.2893 NA NA 0.5 0.5 6.75 169.097283457208 1
2014-03-26 0.101308321670076 8.4601231884058 47.0615340314136 130.068428571429 8.72183333333333 NA NA 16.2496666666667 124.109702702703 NA NA 33.365 NA NA -0.2 0.6 6.6 94.3896609215901 NA
2014-03-27 0.159510640969097 7.98264285714286 43.3532 71.0376666666667 14.073 NA 15.20425 9.75533333333333 71.9523846153846 23.657 NA 16.2753636363636 NA 1 0.2 0.8 7 129.201111106519 1
2014-03-28 0.0956980216371201 81.1499596774193 24.0786944444444 91.4002727272727 12.738 116.518 NA 37.6585 25.63705 59.632052631579 NA 30.1717 NA 1 -0.6 0.6 6.4 55.948738631877 NA
2014-03-29 0.0682028101018696 23.5256626506024 47.7314385964912 108.495266666667 NA NA NA 24.2277142857143 59.111 17.4783333333333 NA 25.0265416666667 NA 1 0.2 1 8 130.040968745947 1
2014-03-30 0.049092970521542 7.81820754716981 61.8335714285714 170.630777777778 NA NA NA 12.3338333333333 55.895 NA 33.2385 38.296 NA NA -0.5 0.75 7.5 167.526444479271 NA
2014-03-31 0.0705054808833896 17.0195689655172 41.3382713178295 51.7329411764706 6.87583333333333 51.176 NA 24.414 56.2772916666667 36.6762 29.29 12.3708823529412 NA 1 0 0.6 7.4 95.4583387124923 NA
2014-04-01 0.118443242712736 5.74903319502075 33.1278586956522 42.9432083333333 15.2173888888889 78.247 30.796 15.14875 45.8187909090909 115.330071428571 NA 19.1717037037037 NA 1 0.2 0 6 90.3889789581299 NA
2014-04-02 0.101916610638223 16.4288590909091 33.7568585365854 46.3233103448276 13.0408947368421 NA 90.481 23.5452608695652 64.6941886792453 NA NA 21.3356875 NA 1 NA NA 6.5 94.5066858403451 NA
2014-04-03 0.0492384727084411 9.17574703557312 46.4247009646302 49.7550384615385 25.4113333333333 NA NA 14.2601333333333 44.4259295774648 19.082 NA 14.0593846153846 NA 1 -1.2 0 6.4 79.8575932863933 NA
2014-04-04 0.126689311207326 10.1970260416667 44.566081300813 96.5766875 NA NA NA 22.100125 71.9378275862069 22.6058571428571 NA 9.89938461538462 NA 1 0.2 0.4 6.2 80.3857857143724 1
2014-04-05 0.119002302203446 163.002043010753 37.70818 76.369 NA NA NA 11.5904285714286 45.401 31.3241666666667 NA 13.2173333333333 NA NA -0.4 0.6 6.8 53.0227142856235 NA
2014-04-06 0.0644077994424681 33.9452388059701 47.9391857142857 93.607 NA 57.203 NA 19.8533333333333 64.292 NA NA 9.2498 NA 1 -0.75 0.5 6.5 82.058483514157 NA
2014-04-07 0.0506706211743179 7.07921374045802 57.0156201550388 74.5201666666667 9.2256 NA 17.107 21.2935 61.47575 60.247 NA 51.45275 NA 1 NA 0.25 6.5 80.7080409819962 NA
2014-04-08 0.0753270582613485 5.68591719745223 49.1064922279793 165.070428571429 6.377 NA NA 29.9305714285714 59.0026888888889 NA NA 18.0715 NA 1 -0.4 NA 6.6 71.2317547258341 NA
2014-04-09 0.120384114532329 9.58255555555556 38.1300987654321 78.3975 NA NA NA 43.33175 44.16171875 NA NA 115.4718 NA 1 -0.8 NA 7.4 67.4541741342687 NA
2014-04-10 0.0789631051948911 6.68556074766355 65.08548 154.90775 NA 1.059 23.195 13.489875 39.1572333333333 NA NA 25.1791333333333 NA 1 -0.4 0.8 7.4 101.044554339803 NA
2014-04-11 0.0799862020730605 24.0645071428571 27.5751404958678 123.508625 15.6821666666667 NA NA 8.57533333333333 45.9082307692308 34.234 NA 23.8497777777778 NA NA -1.2 0.8 7 85.58411382272 NA
2014-04-12 0.0722490614703182 5.60085185185185 143.371369565217 182.206833333333 NA NA NA 11.2904285714286 44.072 5.031 NA 14.09568 NA NA -0.75 0.75 7.25 250.017212786573 NA
2014-04-13 0.0140213289543707 6.30161971830986 47.6867391304348 62.348 9.157 NA NA 8.56445454545455 17.251 NA NA NA NA NA -1.25 1 8 57.3071714060647 NA
2014-04-14 0.0838873144698842 5.46352840909091 51.4784444444444 216.053655172414 14.8871666666667 NA NA 12.0913333333333 162.3325 14.552 NA 34.0004827586207 NA 1 -1.2 0.6 7.2 138.349599994146 1
2014-04-15 0.0901121527807253 6.73567932489452 40.6812483660131 49.7116842105263 4.34766666666667 NA NA 18.4025 100.641136363636 8.363 NA 19.9852142857143 NA 1 0 0.8 6.4 101.382261181945 1
2014-04-16 0.116110336127122 6.19874496644295 36.9644 23.7074444444444 NA NA NA 6.79733333333333 65.9604137931035 NA NA 22.3587 NA NA NA NA 7.2 75.8937878724301 1
2014-04-17 0.0569178566720968 4.88673451327434 108.746229357798 28.4482 NA NA NA 10.7526 70.2382 NA NA 16.5726666666667 NA 1 -0.4 0.6 6.6 150.184800007343 NA
2014-04-18 0.0940330066949761 13.583197080292 65.1421585365854 86.0393333333333 17.0232857142857 NA NA 6.827 199.3922 21.2913333333333 NA 22.17 NA 1 -0.8 0.8 6.8 156.868941855985 NA
2014-04-19 0.0994319117238403 7.63056451612903 35.4319480519481 78.2123333333333 15.9381666666667 29.084 NA 6.2964 36.0610909090909 64.445 NA 33.9773333333333 NA 1 -0.2 1 7.8 162.112780495388 NA
2014-04-20 0.074816243043116 6.14442465753425 57.2956781609195 60.6243333333333 5.303 NA NA 6.8404 93.23925 NA NA 12.1035 NA 1 -0.25 0.75 7.25 93.7473932625203 1
2014-04-21 0.102041058968247 33.4197281553398 43.5727608695652 18.72 11.0886666666667 NA NA 11.6098 61.2817142857143 22.7593333333333 NA 21.0882 NA 1 NA 1 7.6 64.9659491393526 NA
2014-04-22 0.091929551822292 12.0926448087432 46.7527283950617 39.3220357142857 6.40883333333333 NA NA 10.5266666666667 67.7403809523809 NA NA 20.1530952380952 NA 1 0.2 1 7.4 84.6462841489927 NA
2014-04-23 0.0459856891337655 7.96367605633803 54.1119515151515 38.603 6.017 NA NA 7.06633333333333 43.8831666666667 NA NA 22.4494545454545 NA 1 0.2 1 7.6 96.9022666629156 NA
2014-04-24 0.0509029881940343 9.64651973684211 64.61422 103.836627906977 41.9874 NA NA 7.98325 76.8153142857143 17.0613333333333 NA 23.1031290322581 NA 1 -0.4 1 7.6 206.415682244524 NA
2014-04-25 0.109061063636827 6.28933076923077 51.2615774647887 50.064 7.02366666666667 NA NA 11.4745 96.8562608695652 21.1053333333333 NA 20.4690588235294 NA 1 -0.2 0.8 7.2 99.1059716288925 1
2014-04-26 0.214248771624235 8.73251515151515 59.7176046511628 125.556 6.81675 NA NA 9.241 789.459 23.53865 3.148 15.0363333333333 NA 1 -0.2 1 7.6 221.171699990545 1
2014-04-27 0.0304789237989637 15.7477317073171 50.6562083333333 137.292818181818 NA NA NA 105.6684 13.735 NA NA 10.0563333333333 NA NA 0 1 7.5 107.557773585589 NA
2014-04-28 0.0196753225383989 11.5087807017544 55.2632 110.602714285714 51.6947777777778 NA NA 12.0973333333333 201.994416666667 NA NA 17.2815 NA 1 -0.8 0.8 7.6 121.436292131295 NA
2014-04-29 0.102758248529504 38.056928057554 48.5398101265823 65.1055416666667 NA 166.6525 NA 8.0944 102.87125 20.991 NA 21.6018947368421 NA NA NA NA 7 77.1891372460945 NA
2014-04-30 0.151051459040747 7.16070338983051 34.1405576923077 33.6574666666667 62.5036666666667 NA NA 23.222875 9.90733333333333 17.049875 NA 22.459 NA 1 -0.4 NA 7.8 79.7878695570904 NA
2014-05-01 0.037065268147657 9.380565 40.7532835820896 58.85825 29.3578666666667 NA 28.098 7.405 144.674764705882 NA NA 17.9712666666667 NA 1 -0.4 1 8 81.2405863794357 1
2014-05-02 0.0773410192967757 6.62863333333333 58.2788088235294 58.8146666666667 34.508 NA NA 6.4886 45.3685882352941 NA NA 5.5415 NA NA -0.2 NA 7.6 120.708152006149 NA
2014-05-03 0.0717408848951721 9.65714102564103 74.4225573770492 125.543181818182 37.039125 NA NA 8.1138 22.8446666666667 143.631 30.102 31.40125 NA NA -0.2 1 8 109.147146676381 1
2014-05-04 0.136191808377038 18.5098736842105 52.838890625 154.734333333333 NA NA NA 7.105 98.9354 NA NA NA NA NA -0.5 1 8 92.0186718665063 NA
